"Funeral Home: DeJong - Greaves Celebration Of Life Centers - Keokuk, Iowa Kathryn ""Marguerite"" Touhey, 90, of Keokuk, died at 6:08 AM on Wednesday, August 6, 2008 at University of Iowa Hospitals and Clinics in Iowa City, Iowa."	2	[DATE_OF_DEATH]
"Funeral Home: Lunning Chapel - Burlington, Iowa Dorothy Ann Linder, 68, of West Burlington died at 8:00 a.m. Monday, December 28, 2009, at her home."	2	[DATE_OF_DEATH]
Furth emigrated to the United States in 1941.	4	[PLACE_OF_RESIDENCE]
"G-Star School of the Arts for Film, Animation and Performing Arts is a public charter high school located in Palm Springs, Florida, founded by the school's CEO Greg Hauptner in 2003."	2	[CEO]
"GAC Group (officially Guangzhou Automobile Group Co., Ltd) is a Chinese automobile maker headquartered in Guangzhou, Guangdong, and a subsidiary of Guangzhou Automobile Industry Group."	1	[HEADQUARTERS, SUBSIDIARY_OF]
GEA (Gustaf Ericssons Automobilfabrik) was a Swedish automobile manufacturer founded by Gustaf Ericsson (son of Lars Magnus Ericsson) in 1904 in Stockholm.	3	[CHILD_OF]
"GSB Mortgage, Inc. is a wholly owned subsidiary of Bank of the West."	2	[SUBSIDIARY_OF]
Gameforge employs a staff of over 500 and was founded by its Chief Executive Officer Alexander Rösner and former CEO Klaas Kersting in 2003.	4	[CEO]
Garoyian was born in Nicosia.	4	[PLACE_OF_BIRTH]
"Garrett Erin Reisman (born February 10, 1968) is an American engineer and former NASA astronaut."	4	[EMPLOYEE_OR_MEMBER_OF, DATE_OF_BIRTH]
"Garth C. Thomas (born November 26, 1963) is a former American football guard who played one season with the Seattle Seahawks of the National Football League."	4	[DATE_OF_BIRTH]
"Garth was appointed as an GIS & Earth Observation Specialist in the Centre for Geographical Analysis at the University of Stellenbosch in late 2009, performing and managing a variety of GIS and remote sensing-related projects, research and training."	1	[EMPLOYEE_OR_MEMBER_OF]
"Gary is also a native Oklahoman from Anadarko, he attended the University of Oklahoma and is a proud Sooner, couldn't tell from looking at the place could you?"	2	[PLACE_OF_BIRTH]
Gates served 18 years (1975–1993) on the University of Washington board of regents.	2	[EMPLOYEE_OR_MEMBER_OF]
"Geeknet, Inc. is a Fairfax County, Virginia–based company that owns the online retailer ThinkGeek and is a subsidiary of GameStop."	1	[SUBSIDIARY_OF]
"Gekås Ullared AB is a Swedish superstore in Ullared, Sweden, founded in 1963 by Göran Karlsson as Ge-kås Manufaktur."	3	[DATE_FOUNDED, FOUNDED_BY]
"Gelber continued to work and write in New York, where he also taught writing, directing and drama as a professor, chiefly at Brooklyn College, City University of New York, where he created the MFA program in playwriting."	4	[EMPLOYEE_OR_MEMBER_OF]
"General Instrument (GI) was an American electronics manufacturer based in Horsham, Pennsylvania, specializing in semiconductors and cable television equipment."	3	[HEADQUARTERS]
"Gennaro Basile was an Italian painter, born in Naples but active in the German-speaking countries."	2	[PLACE_OF_BIRTH]
"Gennaro, his son, who worked with his father since high school, bought Federal Beef Inc. in the early 60's."	2	[CHILD_OF]
"Geoff is originally from Minneapolis, Minnesota  where he met and married his wife Nicoya of over 10 years."	1	[SPOUSE, PLACE_OF_BIRTH]
Geoffrey Hext Sutherland Bushnell FBA (31 May 1903 - 26 December 1978) was a British archaeologist.	1	[NATIONALITY]
"Geoffrey Raoul de Havilland Jr., OBE (18 February 1910 – 27 September 1946) was a British test pilot and the son of the English aviation pioneer and aircraft designer of the same name, Geoffrey de Havilland."	4	[CHILD_OF]
Geoffrey Ronald (Geoff) Craige (born 20 May 1943) is an Australian politician.	2	[DATE_OF_BIRTH]
"George Epperly founded the city, which was incorporated by a vote of its residents in 1948."	2	[FOUNDED_BY]
"George Francis ""Doc"" Medich (born December 9, 1948), is a former professional baseball player who pitched in the Major Leagues from 1972-1982."	4	[DATE_OF_BIRTH]
"George Francis Atkinson (26 January 1854 – 14 November 1918) was an American botanist and mycologist.:6–8 He was born January 26, 1854 in Raisinville, Michigan and died on 14 November 1918."	3	[PLACE_OF_BIRTH, DATE_OF_DEATH, DATE_OF_BIRTH]
"George H. Garceau, 74, of Middleboro and Port Mansfield, Texas, died on May 23, 2010 in the VA Medical Center, Brockton, following a brief illness."	3	[DATE_OF_DEATH]
"George Heard Hamilton (1910-2004) was Professor of art history at Yale University, 1936-1966."	2	[EMPLOYEE_OR_MEMBER_OF]
"George Ivatt was born in Dublin, Ireland, and educated at Uppingham School, England."	3	[EDUCATED_AT, PLACE_OF_BIRTH]
George Kerr (born 1805) was a Scottish-born lawyer and politician in New Brunswick.	4	[DATE_OF_BIRTH]
"George M. Whitesides (born August 3, 1939) is an American chemist and professor of chemistry at Harvard University."	4	[DATE_OF_BIRTH, EMPLOYEE_OR_MEMBER_OF]
"George Robertson (14 April 1860 – 27 August 1933) was a Scottish-Australian bookseller and publisher, who founded the publishing division of Angus & Robertson."	2	[DATE_OF_BIRTH]
George Rowley (born 1964) is a British entrepreneur who is often credited with starting the absinthe revival in the popular market in Western Europe.	3	[NATIONALITY]
George Thurland Prior FRS (16 December 1862 – 8 March 1936) was a British mineralogist.	3	[NATIONALITY]
"George W. Clarke (June 22, 1906 – June 25, 2006) was an American politician in the state of Washington."	4	[DATE_OF_BIRTH]
"George W. Sams, Jr. (born c.1946) was a member of the Black Panther Party convicted in the 1969 murder of New York Panther Alex Rackley, which resulted in the New Haven Black Panther trials of 1970."	2	[POLITICAL_AFFILIATION]
"Georgi Markov (Bulgarian: Георги Мърков, born April 5, 1946) is a Bulgarian Greco-Roman wrestler."	2	[NATIONALITY]
"Gerald A. Edwards was born the sixth of seven children in a small town in Roanoke Rapids, North Carolina to Roger and Beatrice Edwards."	4	[PLACE_OF_BIRTH]
Gerald Beresford Whitham (13 December 1927 – 26 January 2014) was a British–born American applied mathematician and the Charles Lee Powell Professor of Applied Mathematics (Emeritus) of Applied & Computational Mathematics at the California Institute of Technology.	4	[EMPLOYEE_OR_MEMBER_OF, NATIONALITY, DATE_OF_BIRTH]
"Gerald Fredrick Töben (born 2 June 1944) is a German-born Australian citizen who was director and founder of the Adelaide Institute, a Holocaust denial group in Australia."	1	[NATIONALITY]
"Geraldine Emma May Jebb CBE (1886 - 28 December 1959), known as Gem Jebb, was the daughter of Heneage Horsley Jebb and Geraldine Croker Russell."	2	[CHILD_OF]
"Gerard Meussen, born on 22 June 1957, studied law at the University of Nijmegen (present name Radboud University Nijmegen) in Nijmegen (The Netherlands) where he graduated in 1987."	3	[DATE_OF_BIRTH]
"Gerhard Kraft (born 1941 in Heidelberg, Germany) is a German physicist, best known for introducing heavy ion cancer therapy in Europe."	4	[DATE_OF_BIRTH, PLACE_OF_BIRTH]
"Gerrit Jan Heijn (14 February 1931, Zaandam – 9 September 1987) was a Dutch businessman, who was a top manager of Ahold until his death in 1987."	3	[DATE_OF_DEATH]
"Gerry is survived by his daughters, Edith (Puyans), Carol (Harris) and two step children, Stephen Vincent and Valerie McKenzie along with eight grandchildren, great grand children and nieces and nephews."	3	[CHILD_OF]
"Gheorghe Munteanu Murgoci (July 20, 1872-March 5, 1925) was a renowned Romanian geologist, founder of the South-Eastern European Studies Institute in Bucharest."	2	[NATIONALITY]
"Gibbs Chevrolet was originally established in Adams, New York by Dennis Gibbs following the end of WWII."	3	[HEADQUARTERS]
"Gilbert Louis Dupré, Sr. (September 20, 1858 – December 18, 1946), was a self-educated lawyer and politician in his native St. Landry Parish in South Louisiana, who maintained his legal office for many years in Opelousas and served as a state court judge and member of the Louisiana House of Representatives."	2	[DATE_OF_BIRTH, PLACE_OF_BIRTH]
"Gildo Pallanca Pastor (born 1 April 1967) is a Monegasque businessman, CEO and owner of Venturi Automobiles."	2	[CEO, DATE_OF_BIRTH]
Giovanni Fabrizio Bignami (10 April 1944 - 24 May 2017) was an Italian physicist.	3	[NATIONALITY, DATE_OF_BIRTH]
"Gleb's passion for helping people use science to find purpose and meaning, evaluate reality rationally, and make effective decisions led him and his wife, Agnes Vishnevkin, to co-found Intentional Insights in the Spring of 2014."	1	[SPOUSE]
"Glenn resigned from NASA on January 16, 1964, and the next day announced plans to run for a U.S. Senate seat from Ohio."	2	[EMPLOYEE_OR_MEMBER_OF]
"Global Finance, founded in Athens in 1991, is an independent investment firm that has pioneered private equity and venture capital in the region and has established an exceptional investment track record."	3	[DATE_FOUNDED]
"GlobalWare Solutions is headquartered in Haverhill, MA, in a 300,000 sq. ft. state-of-the-art facility."	1	[HEADQUARTERS]
"Gloria Yip Wan-Yee (Chinese: 葉蘊儀, born January 13, 1973 in Hong Kong, the elder of two sisters and daughter of prominent businessman Yip Shao) is a Hong Kong actress and singer, best known for her four films with director Lam Ngai Kai, and to Western audiences, her ""special appearance"" in Lam's Riki-Oh: The Story of Ricky and principal supporting role in the cult classic Saviour of the Soul."	4	[CHILD_OF]
"Gloucester Women's Club, also known as Long Bridge Ordinary, is a historic women's club located at Gloucester Courthouse, Gloucester County, Virginia."	2	[HEADQUARTERS]
"Goodman & Company, Investment Counsel Inc. is a wholly-owned investment management subsidiary of Dundee Corporation (DC.A - TSX)."	2	[SUBSIDIARY_OF]
"Gowin Knight FRS (10 September 1713 – 8 June 1772) was an English physicist who, in 1745, discovered a process for creating strongly magnetized steel."	2	[DATE_OF_BIRTH]
"Graham Arthur Barden (September 25, 1896 – January 29, 1967) was a US Representative from North Carolina between 1935 and 1961 for the Democratic Party."	4	[POLITICAL_AFFILIATION]
"Greg Henry serves as the Chief Executive Officer and is on the Board of Directors for Aspen Heights, a national fully integrated real estate development company headquartered in Austin, TX."	3	[EMPLOYEE_OR_MEMBER_OF]
"Greg Wallis is the director & CEO of Passion Sports Inc, a company that he co-founded with a college teammate in 2005 as a summer youth basketball program."	4	[DATE_FOUNDED]
"Greg Weld (March 4, 1944 – August 4, 2008) was an American racecar driver."	3	[NATIONALITY]
Gregorio Santacroce (died 1611) was a Roman Catholic prelate who served as Bishop of Giovinazzo (1610–1611).	2	[DATE_OF_DEATH]
"Gro Harlem Brundtland ([ɡruː hɑːɭɛm brʉntlɑnː]; born Gro Harlem, 20 April 1939) is a former Prime Minister of Norway, a current Special Envoy with the United Nations, and the Deputy Chair of The Elders."	3	[EMPLOYEE_OR_MEMBER_OF]
"Growler Manufacturing and Engineering, formerly American Growler, Inc., is an automotive manufacturing firm producing light tactical vehicles, originally based in Ocala, Florida, then in Robbins, North Carolina, and now in the HUBZone in Star, North Carolina."	1	[HEADQUARTERS]
Grunt Records is a vanity label founded in 1971 by Jefferson Airplane and distributed by RCA Records.	2	[DATE_FOUNDED]
"Grupo M & Codevi is a vertically integrated textile company founded on 1986 by Fernando Capellán, its actual President & CEO."	4	[CEO, FOUNDED_BY]
"Guccifer (real name Marcel Lazăr Lehel, born in 1973 ) is a Romanian hacker who is responsible for a number of high-level security breaches involving both current and former members of the United States government."	4	[DATE_OF_BIRTH]
"Guido Frederico João Pabst (born 19 September 1914 in Porto Alegre, died 27 April 1980 in Rio de Janeiro) was a Brazilian botanist."	4	[NATIONALITY]
"Gulf Film is the leading film distributor in the Middle East and parent company to Novo Cinemas (formerly Grand Cinemas), the region's largest chain of cinemas."	4	[SUBSIDIARY_OF]
Gunnar Gundersen (born 2 April 1956 in Åsnes) is a Norwegian politician for the Conservative Party.	2	[POLITICAL_AFFILIATION, PLACE_OF_BIRTH]
"Gunnar Ryan Wiik (/ˈvɪk/; born September 23, 1981), also known as Ryan Wiik, is a Norwegian actor, producer and entrepreneur."	2	[NATIONALITY]
Gunter Thielen (born 4 August 1942 in Quierschied) is Chairman and Chief Executive Officer of the Bertelsmann Foundation.	4	[CEO, DATE_OF_BIRTH]
Gunvor Eldegard (born 14 April 1963 in Årdal) is a Norwegian politician for the Labour Party.	3	[POLITICAL_AFFILIATION]
"Gustaf Aspelin died in 1917, and Jonas took over, and later took his brother Knut on board as co-owner."	4	[DATE_OF_DEATH]
"Gustave Ferdinand Niebaum (originally Gustaf Ferdinand Nybom) (b. 1842 in Oulu, Finland - 1908) acquired his maritime schooling in Helsinki, Finland."	2	[DATE_OF_BIRTH]
"Gusthart''s was established in 1985 as Gustharts Chainsaw Centre by Jim and Robert Gusthart, a father and son team with over 92 years of chainsaw experience between them."	4	[FOUNDED_BY]
"H.E. Sheikh Abdullah bin Mohammed bin Saud Al Thani (Arabic: عبد الله بن محمد بن سعود آل ثاني) is a Qatari businessman, politician and a member of the royal family."	2	[NATIONALITY]
HHC was created in 1969 by the New York State Legislature as a public benefit corporation (Chapter 1016 of the Laws 1969).	1	[DATE_FOUNDED]
Halonen was a Social Democratic Party member of parliament from 1979 until her election to the presidency in 2000.	2	[POLITICAL_AFFILIATION]
"Hamid is a French and American citizen, highly principled and disciplined, who moved from French Riviera to the United States in 1998."	2	[NATIONALITY, PLACE_OF_RESIDENCE]
"Hamilton had a wide range of appointments in the academic art world in addition to his position at Yale, including Slade professor at Cambridge University from 1971."	2	[EMPLOYEE_OR_MEMBER_OF]
Hamilton was born in Pittsburgh and received his BA in English and an MA in History from Yale.	2	[PLACE_OF_BIRTH]
"Hamish Milne (born 27 April 1939, Salisbury) is a British pianist known for his advocacy of Nikolai Medtner."	3	[DATE_OF_BIRTH]
Hanin Elias (born 31 May 1972) is a German industrial/techno artist.	3	[DATE_OF_BIRTH]
"Hanna Marie K. Bergstrøm, née Magnusson (22 April 1885 – 1948) was a Norwegian trade unionist and politician for the Communist Party."	2	[POLITICAL_AFFILIATION]
"Hans Föllmer (20 May 1941 in Heiligenstadt, Thuringia, Germany) is a German mathematician, currently Professor Emeritus at the Humboldt University of Berlin, Visiting Professor at the National University of Singapore, and Andrew D. White Professor-at-Large at Cornell University."	3	[EMPLOYEE_OR_MEMBER_OF]
"Hans Wouda (born 7 April 1941 in Amsterdam, North Holland) is a former water polo player from the Netherlands, who competed in the 1968 and 1972 Summer Olympics for his native country."	1	[PLACE_OF_BIRTH, DATE_OF_BIRTH]
"Harding and Britton, who each lived in Marion, Ohio, began their affair when he was a U.S. senator and it continued until his sudden death during his presidency."	1	[PLACE_OF_RESIDENCE]
"Harold ""Harry"" Boland (21 October 1891 – 25 July 1956) was an Australian shearer and trade unionist."	1	[DATE_OF_BIRTH]
"Haroon is a Director at DinarStandard, and is responsible for leading and managing market intelligence and insights, managing the execution of select investment/growth strategy consulting engagements, and for business development at the firm."	4	[EMPLOYEE_OR_MEMBER_OF]
"Harris Jacob Bixler (September 16, 1870 – March 29, 1941) was a Republican member of the U.S. House of Representatives from Pennsylvania."	4	[POLITICAL_AFFILIATION, DATE_OF_BIRTH]
"Harry Eagle (born in New York City on 1905; died June 21, 1992) was an American physician and pathologist."	1	[NATIONALITY, DATE_OF_DEATH, PLACE_OF_BIRTH]
"Harry Gibbs was born on March 21, 1917 in Wagon Mound, New Mexico, USA as Harry Cochran Gibbs."	1	[PLACE_OF_BIRTH, DATE_OF_BIRTH]
"Harry Halloran is Chairman and CEO of American Refining Group, ARG Resources, and American Refining and Biochemical, Inc. (ARB)."	2	[CEO]
Harry Lowes Cowans (19 December 1932 – 3 October 1985) was a British Labour Party politician.	2	[POLITICAL_AFFILIATION]
"Harry Olaf Bergqvist (4 April 1889 – 3 January 1967) was a Norwegian engineer, businessperson and politician for the Conservative Party."	2	[POLITICAL_AFFILIATION]
Harry Philip Heggie Gourlay (10 July 1916 – 20 April 1987) was a Scottish Labour Party politician.	4	[POLITICAL_AFFILIATION]
"Harshita Srivastava, CEO of LPC Advisors, founded Priyanshi films and entertainment in the wake of her long-lived dream of producing and directing films."	4	[CEO, FOUNDED_BY]
Harvard mathematician Arthur Jaffe was the first president of CMI.	1	[EMPLOYEE_OR_MEMBER_OF]
Harvey Vincent Sutton (18 February 1882 – 21 June 1963) was an Australian athlete and public health physician.	1	[DATE_OF_BIRTH]
"Hary Tanoesoedibjo (born 1965) is an Indonesian citizen, born in Surabaya in 1965."	3	[NATIONALITY]
"Hassan Ghalibaf Asl (Persian: حسن قالیباف اصل, was born 1969 in Maragheh, East Azerbaijan) is an Iranian academic, Jurist, scholar and CEO of Tehran Stock Exchange."	4	[NATIONALITY, CEO, DATE_OF_BIRTH, PLACE_OF_BIRTH]
"Having always had an interest in HR and after 9 years in IT recruitment I welcomed the move and joined Oakleaf in January on a part-time basis as PSL and project co-ordinator, where I will focus on all tender management, PSL and business contracts, extensions as well as managing all ad-hoc projects."	3	[EMPLOYEE_OR_MEMBER_OF]
"Having gained an extensive experience in brewing under his father, he emigrated to Montreal from Scotland in about 1818."	4	[PLACE_OF_RESIDENCE]
"Having lived in Germany, Portugal, France, Belgium and Spain gives me the multinational, multicultural background I am fascinated by."	1	[PLACE_OF_RESIDENCE]
Hawthorne served in the California Senate and was a member of the Whig Party and later the Democratic Party.	4	[POLITICAL_AFFILIATION]
"Hay was academically gifted attending Dollar Academy before going on to Glasgow and Edinburgh universities, graduating from the University of Edinburgh Medical School with the degree of MB, CM with distinction in 1878."	4	[EDUCATED_AT]
"Hayek lived in Austria, Great Britain, the United States, and Germany and became a British subject in 1938."	4	[PLACE_OF_RESIDENCE]
Hayes grew up in Massachusetts.	2	[PLACE_OF_RESIDENCE]
"Haylee Wanstall (born December 21, 1992) in Toronto, Ontario is a film actress who debuted at the age of 7 on Queer as Folk."	4	[PLACE_OF_BIRTH]
"He added astronomy to his portfolio in 1842, and remained as Harvard professor until his death."	4	[EMPLOYEE_OR_MEMBER_OF]
He also acquired Turkish citizenship in order to play as a neutral player at Galatasaray.	3	[NATIONALITY]
"He also has maintained a working relationship with television networks, movie studios, music industry leaders, musicians, writer for DC Comics during the Bronze and early Modern ages of comics in the 1970s and 1980s.	4	[EMPLOYEE_OR_MEMBER_OF]
He was a member of the Bourbaki group.	1	[EMPLOYEE_OR_MEMBER_OF]
"He was a member of the European Academy of Sciences and Arts and Officer of the Légion d'honneur, as well as a member of the Russian Academy of Sciences and honorary member of the Hungarian Academy of Sciences."	3	[EMPLOYEE_OR_MEMBER_OF]
"He was a member of the Labour Party from 1915, but joined the Communist Party in 1923, and was elected to Åmot municipal council in the same year."	1	[POLITICAL_AFFILIATION]
"He was a member of the New Zealand national side, the All Blacks, in 1904, appearing in a single test match against the touring British Isles team."	1	[HEADQUARTERS]
He was a member of the Progressive Party of Canada and joined the Ginger Group of radical MPs.	4	[POLITICAL_AFFILIATION]
He was a member of the Social Democracy of the Kingdom of Poland and Lithuania from 1916 and the Communist Party of Poland from 1918.	2	[POLITICAL_AFFILIATION]
"He was a member of the board of directors of Telewizja Polska from December 2009 until his death on January 2, 2011."	1	[DATE_OF_DEATH]
He was a president of Yamaguchi University (1996-2002).	4	[EMPLOYEE_OR_MEMBER_OF]
"He was a professor emeritus of classics at California State University, Fresno, and is currently the Martin and Illie Anderson Senior Fellow at Stanford University's Hoover Institution."	1	[EMPLOYEE_OR_MEMBER_OF]
"He was a professor of Waseda University, coach of the Japan national rugby union team and Waseda University Rugby Football Club."	4	[EMPLOYEE_OR_MEMBER_OF]
He was a professor of general and organic chemistry at Stockholm University (1906–1941) and the director of its Institute for organic-chemical research (1938–1948).	1	[EMPLOYEE_OR_MEMBER_OF]
He was a professor of physical chemistry and mathematical physics at the California Institute of Technology (Caltech).	2	[EMPLOYEE_OR_MEMBER_OF]
"He was a pupil of Ramón Menéndez Pidal at the Center for Historical Studies in Madrid, where he worked on phonetic and geographical linguistics."	2	[EDUCATED_AT, EMPLOYEE_OR_MEMBER_OF]
He was a retired Air Force Veteran and later worked for the City of West Allis as a Civil Engineer.	2	[EMPLOYEE_OR_MEMBER_OF]
"He was a son of Emperor Wen, who in 453 conspired with his older brother Liu Shao the Crown Prince to assassinate their father so that Liu Shao could become emperor."	3	[CHILD_OF]
"He was also Duke of Valois, Count of Beaumont-sur-Oise and of Blois, Lord of Coucy, and the inheritor of Asti in Italy via his mother Valentina Visconti, daughter of Gian Galeazzo Visconti, Duke of Milan."	2	[CHILD_OF]
"He was also a managing director of Lancaster Financial, a leading independent merger and acquisition advisory firm where he was employed from 1987 until it was acquired by TD Securities in 1995."	1	[EMPLOYEE_OR_MEMBER_OF]
He was also a member of the Central Committee of the Communist Party of the Ukrainian SSR from 1949–1956 and 1960–1961 and of the Central Committee of the Communist Party of the Soviet Union from 1956-1961.	1	[POLITICAL_AFFILIATION]
He was also a professor of astrophysics at Princeton University.	4	[EMPLOYEE_OR_MEMBER_OF]
"He was also awarded the Paul-Lewis Award in Enzyme Chemistry from the American Chemical Society in 1951, L.H.D. degree from Yeshiva University in 1962, as well as National Medal of Science in 1979."	1	[EDUCATED_AT]
He was also chairman of the Progressive Party from 2009 to October 2016.	3	[POLITICAL_AFFILIATION]
"He was also the Secretary-General of the United Nations Conference on Trade and Development and Under-Secretary-General of the United Nations from 1974 to 1984, Ceylon's Ambassador to the EEC, Belgium, Luxembourg and the Netherlands, the Permanent Secretary of the Ministry of Planning and Economic Affairs of Ceylon and the Senior Deputy Governor of the Central Bank of Ceylon."	3	[EMPLOYEE_OR_MEMBER_OF]
He was also the founding CEO of the New Bulgarian University where he introduced distance education to Bulgaria.	2	[CEO]
"He was an Institute of the Future fellow for his work on positive platforms to support people with disabilities in employment and his projects include creating smart rooms for people with disabilities to live more independently have appeared in Forbes: https://www.forbes.com/sites/denisebrodey/2018/07/29/how-disability-friendly-is-your-workplace-4-ways-to-put-your-business-to-the-test/ David is the organiser of Hack Access Dublin, a 3-day event to create innovative solutions to the city’s accessibility challenges."	4	[EMPLOYEE_OR_MEMBER_OF]
He was an active member of various left wing parties including the Socialist Party of Canada and the Independent Labour Party.	1	[POLITICAL_AFFILIATION, EMPLOYEE_OR_MEMBER_OF]
He was appointed Instructor (later Assistant Professor) of Astrophysics at Imperial College and worked there until his death.	3	[EMPLOYEE_OR_MEMBER_OF]
He was appointed parliamentary secretary to the Minister for Public Transport when the Liberal Party won office under Jeff Kennett in 1992.	2	[POLITICAL_AFFILIATION]
"He was appointed to the United States Military Academy (West Point) in 1982 and was scheduled to report to Cadet Basic Training, but was injured June 27, 1982 in a head-on motor vehicle collision with a drunk driver, which left him with a closed head injury and permanent paralysis from the waist down and a full time wheelchair user."	1	[EMPLOYEE_OR_MEMBER_OF]
"He was arrested in Russia as a Communist party Baku and Transcaucasia Committees member, escaped in 1906."	2	[POLITICAL_AFFILIATION]
"He was born June 18, 1891 in Frysztakua a relative of Louis de Laveaux."	3	[PLACE_OF_BIRTH]
"He was born Sept. 27, 1933, in Concho to William McKinley and Mary Susie Antelope Sutton and died Monday, Dec. 22, 2008, in Okeene."	2	[DATE_OF_DEATH]
He was born and educated in England before moving to New Zealand and then Australia.	2	[PLACE_OF_RESIDENCE]
"He was born and lived in Adana, Adana Vilayet, southern Turkey, until he went away to school in Istanbul, where he studied respectively at Galatasaray High School and Robert College."	4	[EDUCATED_AT, PLACE_OF_BIRTH]
"He was born and raised in Saskatoon, earning both a Bachelor of Arts and his law degree at the University of Saskatchewan."	1	[PLACE_OF_RESIDENCE]
"He was born and raised in Västerås, and started his football career at the local club IFK Västerås."	3	[PLACE_OF_RESIDENCE]
"He was born in Argentina to a father who was a banker, and graduated from Georgetown University and the University of California, Los Angeles."	1	[EDUCATED_AT, PLACE_OF_BIRTH]
"He was born in Bay Shore, New York and raised on Long Island."	4	[PLACE_OF_RESIDENCE, PLACE_OF_BIRTH]
"He was born in Big Stone Gap, Virginia, to Joyce and Tate Swiney."	1	[PLACE_OF_BIRTH]
"He was born in Carmarthen, where he received his early education, then lived near Llanelli prior to moving to England."	3	[PLACE_OF_RESIDENCE, PLACE_OF_BIRTH]
"He was born in County Meath, son of Edward Golding (died after 1504), Baron of the Court of Exchequer (Ireland) and collector of revenues for the port of Drogheda."	1	[DATE_OF_DEATH]
"He was born in Culiacán, Mexico, and his family settled in the United States in 1915."	2	[PLACE_OF_BIRTH]
"He was born in Dorchester, New Brunswick, the son of Philip Palmer and Sarah Ayer, and educated in Sackville."	4	[PLACE_OF_BIRTH]
"He was born in East Flamboro Township, Wentworth County, Canada West, the son of George Chisholm."	2	[CHILD_OF]
"He was born in Frankfurt, Germany, and played mandolin and flute as a child."	1	[PLACE_OF_BIRTH]
"He was born in Harleston, Northamptonshire, England and baptized in Saint Andrews Church on February 27, 1604."	1	[PLACE_OF_BIRTH]
He was born in Heddal as a son of district physician Johan Carl Bugge (1847–1902) and Christine Theodora Drolsum (1854–1882).	4	[CHILD_OF, PLACE_OF_BIRTH]
"He was born in Ireland and immigrated to the United States in 1848, at age eight."	2	[PLACE_OF_RESIDENCE, PLACE_OF_BIRTH]
He was born in Ireland in 1807 and came to Kingston in Upper Canada with his family in 1819.	1	[DATE_OF_BIRTH]
He was born in Italy and educated in the UK where he earned his Mechanical Engineering degree from Newcastle University.	1	[EDUCATED_AT, PLACE_OF_BIRTH]
"He was born in Karachi, Pakistan and studied at St Patrick's High School, Karachi."	3	[EDUCATED_AT]
"He was born in Kelowna on 13 July, 1930, where he attended school in Kelowna and Rutland, the third child of Bhagat Singh and Udham Kaur Basran, and died on 29 December 2013 in Kamloops."	2	[DATE_OF_DEATH]
"He was born in Kristiania[1] as a son of port director Alf Scott-Hansen, Sr. (1870–1930) and his wife Lalla Wiborg (1869–1953)."	2	[SPOUSE]
"He was born in Lardal, but later settled in Førde."	3	[PLACE_OF_RESIDENCE]
"He was born in London on 3 November 1685 in a family of medallists, engravers and goldsmiths."	4	[PLACE_OF_BIRTH]
"He was born in London, the oldest surviving son of Admiral Sir Thomas Frankland, 5th Baronet and his wife Sarah Rhett and was educated at Merton College, Oxford and Lincoln's Inn (1772)."	1	[EDUCATED_AT]
"He was born in Milford, son of the late Louis and Maria (Berardi) Ferrucci and lived in Shrewsbury most of his life."	3	[CHILD_OF]
He was born in Montreal and was educated by private tuition and at the Montreal High School.	3	[EDUCATED_AT]
"He was born in Nagasaki, Japan; his family moved to England in 1960 when he was five."	3	[PLACE_OF_RESIDENCE]
"He was born in Ormskirk, Lancashire, England in 1808 and studied at Trinity College, Cambridge."	1	[PLACE_OF_BIRTH]
"He was born in Oslo and grew up in that city as well as Bryne, Montreal and Aukra."	2	[PLACE_OF_RESIDENCE, PLACE_OF_BIRTH]
"He was born in Pike, Pennsylvania on July 8, 1814 and raised on a farm attending common (public) schools."	2	[PLACE_OF_BIRTH]
"He was born in Port Hope, Upper Canada in 1823, the son of John David Smith."	4	[PLACE_OF_BIRTH]
"He was born in Quebec City, the son of André Soucy and Gérardine Côté, and was educated at the Université Laval, the Université du Québec à Montréal and the Université de Sherbrooke."	3	[PLACE_OF_BIRTH]
"He was born in St. Petersburg, and began taking piano lessons there at the age of nine."	3	[PLACE_OF_BIRTH]
"He was born in Sørfold, and worked as a fisherman, construction worker and farm worker in his early career."	4	[PLACE_OF_BIRTH]
"He was born in Taunton, the son of the late Alfred and Emma (Blais) Garceau."	3	[CHILD_OF, PLACE_OF_BIRTH]
He was born in Tromsø as a son of educator and politician Just Knud Qvigstad (1853–1957) and Margrethe Antonette Aagaard (1859–1949).	4	[CHILD_OF]
"He was born in Wangerooge, and is a brother of illustrator and cartoonist Finn Graff."	3	[PLACE_OF_BIRTH]
"He was born in Warsaw, Congress Poland, son of Edward Bogumił Strasburger (1803–1874)."	4	[CHILD_OF, DATE_OF_BIRTH, PLACE_OF_BIRTH]
"He was born in Wilsden, Yorkshire and educated at London's Normal School of Science, which was later absorbed into Imperial College, London."	3	[EDUCATED_AT, PLACE_OF_BIRTH]
"He was born in Åsen as a son of Nils Husby (1890–1964), who managed an electricity works."	3	[PLACE_OF_BIRTH]
"He was born on 24 May 1902 in the 16th Arrondissement of Paris and died on the 27 October 1995 in Paris and he was a doctor, psychoanalyst and ‘Man of Letters’."	4	[DATE_OF_DEATH]
"He was born on April 23, 1908 in Junee, Australia and died August 14, 2006."	4	[DATE_OF_DEATH, DATE_OF_BIRTH]
