text,label
"Philip Caldwell, Ford's CEO at the time, put Veraldi in charge of a new car to turn Ford's fortunes around, aware that the future of the company would be riding on it.",['CEO']
Palmer moved to Hopewell Cape and was named probate judge in 1846.,['PLACE_OF_RESIDENCE']
"He is the author of many books and poetry, including Poemas de Circunstancia (1961), Panfleto (1979), Poemas da Cadeia (1979), and Economia Politica (1979).",['AUTHOR']
"I have those special children (Avery, Alex and Nic being the most important) besides the ones that I actually gave birth to, that I would do anything for!",['CHILD_OF']
"When de Balliol died in 1269 his widow, Dervorguilla, a woman whose wealth far exceeded that of her husband, continued his work in setting up the college, providing a further endowment, and writing the statutes.",['DATE_OF_DEATH']
"Amanda was born and raised in Charleston, South Carolina, and attended Bishop England High School on Daniel Island.","['PLACE_OF_RESIDENCE', 'PLACE_OF_BIRTH']"
"First Niagara Bank was a Federal Deposit Insurance Corporation-insured regional banking corporation headquartered in Buffalo, New York.",['HEADQUARTERS']
It was founded by Sharon Dean who was previously Director of Licensing at PRS for Music http://www.prsformusic.com,['FOUNDED_BY']
"James Henry Binger (1916 – November 5, 2004) was a lawyer who became Chairman and Chief Executive Officer of Honeywell.",['CEO']
Hemlata Gupta (died 2006) was an Indian medical doctor and the director and head of the department of medicine at Lady Hardinge Medical College.,['DATE_OF_DEATH']
"Onishi Tetsunosuke (大西鐡之祐) was born in Nara city, Nara prefecture on April 7, 1916, and died on September 19, 1995.","['PLACE_OF_BIRTH', 'DATE_OF_DEATH']"
"Heinz ABC Indonesia is a subsidiary of H.J. Heinz Company Limited, a global giant and US based Food Company with iconic brands (now become KraftHeinz Company).",['SUBSIDIARY_OF']
"Marcy Carsey is a founder with partner Tom Werner in the Carsey Werner Company, the television production company responsible for a litany of successful shows, including The Cosby Show, Roseanne, 3rd Rock from the Sun, and That 70's Show.",['FOUNDED_BY']
"On 27 December 2013, he co-founded Kumbhathon with MIT Professor Ramesh Raskar, an innovation platform to spot problems and probe solutions in Nashik.",['FOUNDED_BY']
It has been a subsidiary of the multinational petroleum company Eni.,['SUBSIDIARY_OF']
"His family ran a company named H. E. Schjøtt & Co, and Schjøtt started his own company named Hagbarth Schjøtt in 1926.",['DATE_FOUNDED']
"Tatiana is a founding Committee member and a president of the University of Cambridge GreenBRIDGE Society (‘Buildings, Research, Innovation, Development, Governance, Energy/Environment’), involving researchers and practitioners interested in Sustainable Built Environment (www.greenbridge.org.uk ).",['FOUNDED_BY']
"Marianne married Rev. Cremer CREMER on 22 Jul 1829 in Felbrigg, Norfolk, England.",['SPOUSE']
"Vic Hey (born Monday 18 November 1912 in Liverpool, New South Wales — died Tuesday 11 April 1995 (aged 82)) was an Australian rugby league national and state representative five-eighth/stand-off and later a successful first-grade and national coach.",['DATE_OF_DEATH']
Beverly Malone (born 1948) is the chief executive officer of the National League for Nursing in the United States.,['CEO']
"He is the author of Lone Star Menagerie: Adventures with Texas Wildlife (2000) and formerly wrote and illustrated the syndicated column ""Animal Journal"".",['AUTHOR']
He authors a weekly podcast Neues vom Känguru.,['AUTHOR']
"Infinium Capital, a wholly owned subsidiary of the Toronto based Infinium Group Inc., is a leading independent electronic trading firm specializing in alternative quantitative and arbitrage strategies.",['SUBSIDIARY_OF']
"Prikryl was born in Vienna, grew up in Alsergrund, and became a plumber's assistant.","['PLACE_OF_RESIDENCE', 'PLACE_OF_BIRTH']"
"David Jacobs, Spyder's founder and chairman was born in Montreal, Canada, and began skiing at age 13.",['PLACE_OF_BIRTH']
"Antoni Maria Badia i Margarit (May 30, 1920 – November 16, 2014) was a Spanish Catalan linguist and philologist who has done studies on grammar and history of Catalan language.",['NATIONALITY']
"The FSF was incorporated in Massachusetts, USA, where it is also based.",['HEADQUARTERS']
"After the return to democracy in 1999, Etiebet was a leader of the United Nigeria People's Party (UNPP), which later merged with the All People's Party (APP) to form the All Nigeria People's Party.",['POLITICAL_AFFILIATION']
"Until 15 November 2013, he was the CEO of Belgacom, the leading telecommunications company of Belgium.",['CEO']
"Apostle Kojo Sarfo (also spelt Safo) is a Ghanaian pastor, philanthropist, entrepreneur, innovator and inventor., He was born on 6 August 1948 at Bekwai in the Ashanti Region of Ghana.",['NATIONALITY']
"She divorced Vidor in 1925 after having their daughter Suzanne, but she kept his surname.",['CHILD_OF']
"goBrands Inc. is the parent company of goPuff, and also offers on-demand alcohol deliveries in select markets through their goBeer and goBooze categories.",['SUBSIDIARY_OF']
• Preparing Internal Audit Scorecard of Pakistan Market and reporting to Corporate Headquarter of Abudawood in Jeddah,['HEADQUARTERS']
"Kyle Wong (born February 10, 1990) is an entrepreneur, Co-Founder and Chief Executive Officer of Pixlee, an enterprise SaaS platform that helps brand's marketing using user-generated content.","['FOUNDED_BY', 'CEO']"
In the 1932 general election Hennessy was defeated by Henri Malet of the Democratic Republican Alliance.,['POLITICAL_AFFILIATION']
"Christophe Negrel (born May 25, 1977 in Marseille) is a French taekwondo practitioner, who competed in the men's welterweight category.",['PLACE_OF_BIRTH']
"Development was handled by Nintendo Entertainment Analysis and Development, led by Shigeru Miyamoto, who produced the game.",['EMPLOYEE_OR_MEMBER_OF']
"After 18 months, Dr. Weissling moved to Yakima, WA where she was employed in a non-for-profit community agency providing speech and language services to residents of Yakima County.",['PLACE_OF_RESIDENCE']
"Ester Jacob v.Gelder, birth ± 1782, died 26 Dec 1832 Amsterdam, Muiderberg cemetery: on 6 Teveth 1832 [28 Dec 1832] - Ester Jacob v.Gelder, wife of Samuel v.d.Velde.",['DATE_OF_DEATH']
"In 1960, Carl Hitt moved his family from Riverside,CA to Apple Valley, CA.",['PLACE_OF_RESIDENCE']
"John married Martha Ann Wetterich (born Kamphaus) on month day 1929, at age 22 at marriage place, Ohio.",['SPOUSE']
"In 1857, he married Rebecca Bennett.",['SPOUSE']
"Coyote CEO Jeff Silver, along with the founding team that he recruited to join him, armed the business with the technology, industry experience, financial firepower, and ""No Excuses"" mentality that has made Coyote a leading service provider in the industry.",['CEO']
"Dr. Lopez and Karen have been married for 20 years and have two children, Eric and Matthew.",['SPOUSE']
"A Republican, he is a former president and CEO of Securian Trust Company, and a former senior vice president of university relations at Bethel University in Arden Hills.",['CEO']
Olaug Vervik Bollestad (born 4 November 1961) is a Norwegian nurse and politician for the Christian Democratic Party.,['POLITICAL_AFFILIATION']
"I started as a student in my last year of high school taking Practical Nursing and became a licensed practical nurse in 1958, I began working on my undergraduate bachelor of science degree at Howard University School of Liberal Arts in September 1959 and completed by B.S. degree in June 1964, I took organic chemistry at American University both the Organic Chemistry I and 2 in the summer of l966 and started Howard University Medical School in September of l966 and graduated and received my medical degree June 4, 1970.",['EDUCATED_AT']
"Presently I have been studying English at Valencia College in Orlando (Florida), and my goal is to improve my language skills and expand my career choices since I've moved to the U.S. from Brazil.",['PLACE_OF_RESIDENCE']
"It is named after Joseph Hagaman, the founding father.",['FOUNDED_BY']
"Currently I am taking a PhD program at Department of Linguistics, Macquarie University.",['EDUCATED_AT']
"George M. Whitesides (born August 3, 1939) is an American chemist and professor of chemistry at Harvard University.",['EMPLOYEE_OR_MEMBER_OF']
"Pryce died at his home in Alexandria, Virginia from pancreatic cancer on July 11, 2006.",['DATE_OF_DEATH']
"In 1923, before the parliamentary term was over, he left the Labour Party and joined the Communist Party.",['POLITICAL_AFFILIATION']
"Chittenden & Eastman Company (established in 1866) is an American handcrafting mattress manufacturer originally based in Burlington, Iowa.",['HEADQUARTERS']
"It is the 8th largest commercial airline in the US, and is based in Honolulu, Hawaii.",['HEADQUARTERS']
"Until September 2009, and for more than five years prior thereto, he had been Chairman of the Board of Directors and Chief Executive Officer of Axsys Technologies, Inc.",['CEO']
Karsten Ingemann Torkildsen (18 December 1896 – 26 February 1979) was a Norwegian trade unionist and politician for the Labour Party.,['POLITICAL_AFFILIATION']
Mr. Bhattarai has also served the Government of Nepal as The Chief Executive (Member Secretary) of the Employment Promotion Commission (EPC) having directly appointed by the Prime Minister of Nepal.,['EMPLOYEE_OR_MEMBER_OF']
"Born in Polish Republic, raised in the Soviet Union, immigrant to Israel, Shanin made his career in the United Kingdom until he went to Russia to found the Moscow School of Social and Economic Sciences.","['PLACE_OF_RESIDENCE', 'PLACE_OF_BIRTH']"
He died in Westminster.,['PLACE_OF_DEATH']
"Serge Malé, a national of France, is a senior UN official working for the Office of the United Nations High Commissioner for Refugees.",['EMPLOYEE_OR_MEMBER_OF']
"It was one of seven forts captured by Shivaji in 1648.1 It was the place of confinement of Chitursing the brother of the Raja of Satara, from 1812 till his death in 1818.",['DATE_OF_DEATH']
"The Nashua Pride were a professional baseball team based in Nashua, New Hampshire, in the United States, not affiliated with Major League Baseball.",['HEADQUARTERS']
"Adams was personally courted by Crytek's founder Cevat Yerli due to Vigil's work on the Darksiders series, and the trust and leadership of his studio's former staff—many of whom had also joined him at the studio.",['FOUNDED_BY']
"James Joseph Heckman (born April 19, 1944) is an American economist and Nobel laureate.",['NATIONALITY']
"In 2015, Dan and Gina's son Brandon began working in the store full-time.",['CHILD_OF']
"Winslow was born in Fredericton, New Brunswick, Canada, and later immigrated to the United States in the early 1900s.",['PLACE_OF_RESIDENCE']
"Aleksandr Viktorovich Gurevich (Russian: Александр Викторович Гуревич) (b. September 19, 1930) is a Soviet and Russian physicist.",['NATIONALITY']
"In 1974, Twersky made aliyah (emigrated to Israel) and helped to re-establish Kibbutz Gezer.",['PLACE_OF_RESIDENCE']
"We moved here from St. Louis, Missouri where we had lived our whole lives.",['PLACE_OF_RESIDENCE']
Novatex Limited is a subsidiary of Gatron (Industries) Ltd-(Gatro-nova Group).,['SUBSIDIARY_OF']
"He was an Institute of the Future fellow for his work on positive platforms to support people with disabilities in employment and his projects include creating smart rooms for people with disabilities to live more independently have appeared in Forbes: https://www.forbes.com/sites/denisebrodey/2018/07/29/how-disability-friendly-is-your-workplace-4-ways-to-put-your-business-to-the-test/ David is the organiser of Hack Access Dublin, a 3-day event to create innovative solutions to the city’s accessibility challenges.",['EMPLOYEE_OR_MEMBER_OF']
"Prakash Chandra Das (born 27 November 1958) is a politician of Bharatiya Janata Party from the state of Tripura, India.",['POLITICAL_AFFILIATION']
"Their father, Charles Peterson Jr, laid the groundwork for the business and they continue his traditions today of providing a wide variety of gardening products, and as always, service with a smile.",['CHILD_OF']
"However, en route, they decided to live in Stoolbend, Virginia instead, where Cleveland married Donna Tubbs, and Rallo and Roberta became his step-siblings.",['SPOUSE']
"AFM, based in San Sebastian and with an office in China (Tianjin), works to promote internationalisation and, through its INVEMA (Foundation for Machine Tool Research) technology unit, the technological innovation of its member companies.",['HEADQUARTERS']
"Rob Lilleness, who joined the company as President and COO in 2007 and was subsequently named CEO in 2009, took that as an opportunity to refocus as a predictive analytics and data science provider, using their recommendations engine as a key component of their newly focused company.",['CEO']
"James Joseph ""Jimmy"" Chamberlin (born June 10, 1964) is an American drummer and record producer.",['DATE_OF_BIRTH']
"Based in Warsaw and established in 1929, it is one of the world's oldest airlines still in operation.","['DATE_FOUNDED', 'HEADQUARTERS']"
"American Public Media Group, formerly the Minnesota Communications Group, is the non-profit parent organization of Minnesota Public Radio, American Public Media, Southern California Public Radio, and the Fitzgerald Theater.",['SUBSIDIARY_OF']
He was the CEO of Valiant Entertainment from 2007 to 2013.,['CEO']
"In 1841, he became professor for natural science at Lviv University.",['EMPLOYEE_OR_MEMBER_OF']
"It was during that time that she met her husband Nelson Munsey, who played for the Neptunes from 1969 until his 1972 draft to the Baltimore Colts.",['SPOUSE']
The United Nations Children's Fund (UNICEF) is a United Nations (UN) program headquartered in New York City that provides humanitarian and developmental assistance to children and mothers in developing countries.,['HEADQUARTERS']
"Edward Jones is a subsidiary of The Jones Financial Companies, L.L.L.P., a limited liability limited partnership owned only by its employees and retired employees and is not publicly traded.",['SUBSIDIARY_OF']
In 1869 he was appointed professor of botany at the University of Jena.,['EMPLOYEE_OR_MEMBER_OF']
Murray has an MBA from Harvard Business School and an A.B. degree in mathematics and economics from Ohio Wesleyan University.,['EDUCATED_AT']
"From the early days it was Tony's vision to create a one-stop-shop for electrical trade customers, resulting in the formation of Euro Sales Limited, back in 1972",['DATE_FOUNDED']
He was born and died in Copenhagen.,"['PLACE_OF_BIRTH', 'PLACE_OF_DEATH']"
In 1931 Savile was elected a member of the Smeatonian Society of Civil Engineers and was their president in 1948.,['EMPLOYEE_OR_MEMBER_OF']
"Inspired by John von Neumann's seminal First Draft of a Report on the EDVAC, the machine was constructed by Maurice Wilkes and his team at the University of Cambridge Mathematical Laboratory in England.",['EMPLOYEE_OR_MEMBER_OF']
"Thomas ""Tommy"" Gallogley (9 April 1890 – 1976) was a Scottish professional footballer who scored 10 goals from 83 appearances in the Football League playing for Plymouth Argyle and Exeter City in the 1920s.",['DATE_OF_BIRTH']
"Dr. Vincent Guido was born and raised in the suburbs of Chicago, and moved to Indiana where he now lives in West Lafayette with his wife Sherri.","['PLACE_OF_RESIDENCE', 'PLACE_OF_BIRTH']"
"Our simple philosophy continues under the leadership of Sharon Anderson Wright, daughter of Pat Anderson.",['CHILD_OF']
[citation needed] Johan is the former founder and CEO of MyCube which is what brought him to Singapore.,"['FOUNDED_BY', 'CEO']"
"Despite this, the former president and CEO of ASCII, Kiyoshi Takano, became the first president and CEO of ASCII Media Works.",['CEO']
"The O'Reilly Foundation is a personal charitable trust set up in 1998 by media magnate, and former CEO of Heinz, Sir Anthony ""Tony"" O'Reilly.",['CEO']
"Twerksy was born and raised in the Bronx, New York, where he grew up in the left-leaning Sholem Aleichem cooperative housing project.",['PLACE_OF_RESIDENCE']
Arthème Camille Matignon (3 January 1867 – 18 March 1934) was a French chemist noted for his work in thermochemistry.,['NATIONALITY']
"BottleRocket Entertainment was a third-party video game developer founded by Jay Beard (previously head of Sony San Diego), composed primarily of former Sony San Diego employees and animators.",['EMPLOYEE_OR_MEMBER_OF']
"Our headquarter locates in Toronto Canada, and we have network in North America & Asia, branch offices in New York, Beijing, Guangzhou, Hongkong and Singapore.",['HEADQUARTERS']
"Born in England, Stanley was educated at Eton College and Balliol College, Oxford, and worked in the foreign service in Dresden and Coburg before serving as the Resident Commissioner for Southern and Northern Rhodesia from 1911 to 1914.",['EDUCATED_AT']
"Brad and Eloise Erickson of Greenwood announce the engagement of their daughter, Sarah Erickson, to Keith Fechtman, son of Dr. Jim Fechtman and Debbie Fechtman, both of Franklin.",['CHILD_OF']
"In 1933 he joined the new party Nasjonal Samling and was a failed candidate in the Norwegian parliamentary election, 1933, where he occupied the last ballot spot.",['POLITICAL_AFFILIATION']
"The company is a wholly owned subsidiary of the Interpublic Group (IPG), and is part of the multinational MullenLowe group.",['SUBSIDIARY_OF']
"Between 1906 and 1910 she lived in Adyar (Chennai), India, where she deepened her study of esoterism.",['PLACE_OF_RESIDENCE']
"I lead marketing at Neumob, where we're delivering mobile-first infrastructure for a mobile-first world, while helping the world's developers speed up their apps, boost revenues and retain the users they already have.",['EMPLOYEE_OR_MEMBER_OF']
Kner was born in Linz.,['PLACE_OF_BIRTH']
"We started this new agency in 2012 here in Henderson, Nevada near the intersection of the I 215 and Eastern Avenue.",['DATE_FOUNDED']
With 25 combined years of service with NSU and related companies Ms. Burke is one of NSU’s longest-standing employees.,['EMPLOYEE_OR_MEMBER_OF']
"Most Koli Christians live in Koliwadas, where their social lives are overseen by a patil and his karbaris, or councillors.",['PLACE_OF_RESIDENCE']
"Mr. Bhattarai has three decades of experience in this area having rendered expert advisory services to ADB, MSI, DFID, UNDP, SNV, ILO, Transparency International (TI) and FINNIDA on multiple occasions as Team Leader, Lead Researcher and Expert Advisor.",['EMPLOYEE_OR_MEMBER_OF']
"Bluebell United Football Club is an Irish association football club originally based in Bluebell, Dublin.",['HEADQUARTERS']
"In February 1923 he was elected to the Labour Party central board, as the only pro-Comintern member together with Kristian Kristensen.",['POLITICAL_AFFILIATION']
After the death of her husband in 1985 she organised and cleaned up the notes he had left behind.,['DATE_OF_DEATH']
"After the 1925 merger of the C. L. Best Tractor Company and the Holt Manufacturing Company that formed the Caterpillar Tractor Company, the Best 60 was renamed the Caterpillar Sixty.",['DATE_FOUNDED']
I am a student at the University of Tennessee who is majoring in Accounting with a collateral in Finance.,['EDUCATED_AT']
"Donald Ervin Knuth (/kəˈnuːθ/ kə-NOOTH; born January 10, 1938) is an American computer scientist, mathematician, and professor emeritus at Stanford University.",['EMPLOYEE_OR_MEMBER_OF']
"Together with their 9-year old daughter Vivienne and their merry band of Old English Sheepdogs-Belvedere, Nike and Grumpy, the English family has built one of the Triangle's favorite florists specializing in unique every day bouquets and truly personalized weddings and events.",['CHILD_OF']
"She served as a Senator for Buenos Aires Province, and as the First Lady during the government of her husband, President Eduardo Duhalde.",['SPOUSE']
"During its production, she briefly attended the Fashion Institute of Design & Merchandising and was employed by event planning company Bolthouse Productions.",['EDUCATED_AT']
"She is married to Robert Collier and is 'owned' by a Yorki-Poo, (2) Yorkies, (2) Shih-Tzu's and a cat.",['SPOUSE']
"The Intact Media Center headquarters, at Garlei Street, no. 1B, were seized by the state on Friday, the 8th of August 2014, as a result of the judgement sentencing Dan Voiculescu, the founder of Intact Media Group.",['FOUNDED_BY']
"During his life Heraclio lived in Salvatierra Gto., Mexico and later moved to Tremonton, Utah.",['PLACE_OF_RESIDENCE']
Paweł Schulz has graduated from Faculty of Chemistry at the University of Technology in Poznań.,['EDUCATED_AT']
"Previously, Rosensweig served as President and Chief Executive Officer of Guitar Hero, a series of music rhythm games published by RedOctane and Harmonix, Chief Operating Officer at Yahoo!, President of CNET, and President and Chief Executive Officer of ZDNet.",['CEO']
"Hayek lived in Austria, Great Britain, the United States, and Germany and became a British subject in 1938.",['PLACE_OF_RESIDENCE']
"In his last years Kolczonay suffered from liver disease, and died on October 4, 2009.",['DATE_OF_DEATH']
"I hold a  Masters Degree in Library and Information Studies (MLIS) from University College Dublin as well as  a Bachelor of Arts degree in History and English from the National University of Ireland, Maynooth.",['EDUCATED_AT']
"Mr. Rishi Khimji is a Director of the Board of the Company and is also a managing director at Ajit Khimji Group and its subsidiary Asha Enterprises LLC, a retail, projects and communication services conglomerate with wide-ranging services that extends from award winning retail and restaurants to advanced building, security and furniture solutions and even advertising and media services.",['SUBSIDIARY_OF']
"A subsidiary of Soul City Records, its release run was limited to six singles between 1968 and 1970.",['SUBSIDIARY_OF']
"""Tene Omarim"" is the name of the settlement used by its residents, the Israeli government considers ""Tene"" the official name as a tribute to David Taneh, the first CEO of the Building and Housing Office.",['CEO']
"Tuning Fork Limited was set up in March of 2001 by Ing Joseph Caruana with the aim of being a business advisory firm that not only identified and provided business management solutions, but would then also be capable to work hand in hand with its clients to implement them.",['FOUNDED_BY']
"Hay was academically gifted attending Dollar Academy before going on to Glasgow and Edinburgh universities, graduating from the University of Edinburgh Medical School with the degree of MB, CM with distinction in 1878.",['EDUCATED_AT']
"Then in 2003, heartbreaking and unexpected, his wife Sherry died after a short battle with breast cancer.",['DATE_OF_DEATH']
Ivan Rakitić (born 10 March 1988) is a Croatian professional footballer who plays as a central or attacking midfielder for Spanish club FC Barcelona and the Croatia national team.,['NATIONALITY']
"In 1993, he entered the University of Manitoba where he earned a Bachelor of Fine Arts-Honors degree.",['EDUCATED_AT']
From 1986 to September 2009 Mr. Bershad was also a member of the Board of Directors of Axsys.,['EMPLOYEE_OR_MEMBER_OF']
Jonas Aspelin (8 September 1884 – 3 September 1964) was a Norwegian businessperson.,['NATIONALITY']
"Palmieri was also the chief executive officer of The Palmieri Company, a general management consulting firm that has specialized in large-scale reorganizations and restructurings since 1969.",['CEO']
"In 2005 Brisinger formed the film production company Drama Svecia with partner/producer Mikael Flodell, owner/CEO of Stockholm commercial production company Flodellfilm to which he has been signed as a commercial director since 2000.",['FOUNDED_BY']
"Hsieh Wang was born on May 5, 1930 in Xi'an, Shaanxi, Republic of China as Chang Chien Wang.",['PLACE_OF_BIRTH']
"A member of the Democratic Party, he briefly ran a campaign for President of the United States in the upcoming 2020 election before dropping out on January 25, 2019.",['POLITICAL_AFFILIATION']
"Haroon is a Director at DinarStandard, and is responsible for leading and managing market intelligence and insights, managing the execution of select investment/growth strategy consulting engagements, and for business development at the firm.",['EMPLOYEE_OR_MEMBER_OF']
"Academy & Finance, headquartered in Geneva, since March 2000 with branches in Hong Kong and Dubai, is a leading financial conference organizer in Switzerland specializing in the field of wealth, tax & estate planning and asset protection.",['HEADQUARTERS']
"In 1870, he married Aleksandra Julia Wertheim (1847–1902), and had two children: Anna (b. 1870) and Julius (1871–1934).",['SPOUSE']
"From 1960 to 1979 he was married to famed opera singer Marilyn Horne, who considered him her ‘teacher and right hand’.",['SPOUSE']
"Out of parliament, he founded the Social-National Party and was elected again as deputy for Alpes-Maritimes, sitting with the Independent Left group in the Chamber of Deputies.",['POLITICAL_AFFILIATION']
Their son Gordy joined the family business and currently serves as the company's president.,['CHILD_OF']
He was the author of many botanical papers.,['AUTHOR']
"Nathan Handwerker (June 14, 1892 – March 24, 1974) was a Jewish-American entrepreneur who immigrated from Eastern Europe, and who is known for founding the Nathan's Famous brand of restaurants specializing in hot dogs.",['DATE_OF_BIRTH']
I moved my family to Las Vegas 3 years ago to begin our new Allstate Agency here.,['PLACE_OF_RESIDENCE']
"The award is named for Irving Thalberg, legendary head of the Production Division of Metro-Goldwyn-Mayer, who developed the company's reputation for sophisticated films.",['EMPLOYEE_OR_MEMBER_OF']
"For most of the 1960s, Seymour Cray worked at CDC and developed a series of machines that were the fastest computers in the world by far, until Cray left the company to found Cray Research (CRI) in the 1970s.",['EMPLOYEE_OR_MEMBER_OF']
Gerald Beresford Whitham (13 December 1927 – 26 January 2014) was a British–born American applied mathematician and the Charles Lee Powell Professor of Applied Mathematics (Emeritus) of Applied & Computational Mathematics at the California Institute of Technology.,['EMPLOYEE_OR_MEMBER_OF']
"Blake Hutcheson (born 1962) is President and CEO of Oxford Properties Group Inc, a global real estate owner, developer, and property manager.",['CEO']
On the 9th of February 2014 Brinda Parekh married childhood sweetheart Ajay Kamath at a private function in Bombay.,['SPOUSE']
"NRT, a subsidiary of Realogy Corporation, operates Realogy company owned real estate brokerage offices under the world renowned brands of COLDWELL BANKER®, ERA®, SOTHEBY'S INTERNATIONAL REALTY®, and THE CORCORAN GROUP®.",['SUBSIDIARY_OF']
"He was succeeded by his highest-ranking wife, Ranavalona I, his second cousin.",['SPOUSE']
"Elsbeth was born in Neustadt, Franconia; his birth date is totally unknown, although he did refer to himself as ""poor and old"" in 1616.",['PLACE_OF_BIRTH']
"Jacquemart died suddenly at his apartment in the Rue de Babylone, Paris on the night of 4 January 1896.",['DATE_OF_DEATH']
"Dave took over as head of the academy in 1994, following the untimely death of Derek Gordon.",['DATE_OF_DEATH']
"We’re headquartered in San Francisco, but we’re decentralized so every local Wells Fargo store is a headquarters for satisfying all our customers’ financial needs and helping them succeed financially.",['HEADQUARTERS']
Mr. Rabša served as the Chief Finance Officer of Exigen Services Ltd. and JSC Latvijas Balzams.,['EMPLOYEE_OR_MEMBER_OF']
"He was born on June 8, 1928 in La Estancia del Carmen de Maravatio to Paz Ortiz & Macario Lopez.","['PLACE_OF_BIRTH', 'DATE_OF_BIRTH']"
Anna Wierzbicka [ˈanna vʲɛʐˈbʲitska] (born 10 March 1938 in Warsaw) is a Polish linguist currently working at the Australian National University in Canberra.,['DATE_OF_BIRTH']
"Eric Le Roi Crozier (born August 11, 1978 in Columbus, Ohio) is an American former Major League Baseball first baseman and outfielder.",['PLACE_OF_BIRTH']
"He was born in Sørfold, and worked as a fisherman, construction worker and farm worker in his early career.",['PLACE_OF_BIRTH']
"The Morrab Library is an independent library based in Penzance, Cornwall in the UK.",['HEADQUARTERS']
My daughter Christi is the manager and my granddaughter is the assistant manger.,['CHILD_OF']
"Wellness Layers is an international company headquartered in New York with research and development in Tel Aviv, Israel.",['HEADQUARTERS']
"By this time he was resident in Brockley, London, where he was a regular contributor to The Kentish Mercury, a paper edited by his brother-in-law, Stanley Kay Bawden.",['PLACE_OF_RESIDENCE']
"Carolyn Jean Lewis (née Wright), (born 16 January 1946) is an Australian former athlete who competed in the high jump.",['NATIONALITY']
The First Army was created on 1 January 2015 in an effort to unify rebel ranks in southern Syria.,['DATE_FOUNDED']
"He was the founder and CEO of Strikeforce which was sold to Zuffa, LLC.",['CEO']
"""Chapman Kelly is a major force in the dependent eligibility audit services market,"" said Bill Lucia, Chief Executive Officer of HMS.",['CEO']
"Henry R. ""Hank"" Cosby (May 12, 1928 – January 22, 2002) was an American musician, songwriter and record producer for Motown.","['NATIONALITY', 'DATE_OF_BIRTH']"
"United Nations Security Council Resolution 841, adopted unanimously on 16 June 1993, after recognising the need for an urgent settlement to the situation in Haiti and the efforts of the Secretary-General of the United Nations Boutros Boutros-Ghali and the Secretary General of the Organization of American States João Clemente Baena Soares, the Council placed various international sanctions on Haiti.",['EMPLOYEE_OR_MEMBER_OF']
"In 2013, Silvers was appointed Chief Executive Officer of Melbourne's St Kilda Youth Service.",['CEO']
"Cascade Family Medicine was founded by Lawrence Foltz, DO and his wife, Erma (who is also a registered nurse).",['SPOUSE']
"He was elected a member of the Royal Swedish Academy of Engineering Sciences in 1949, and of the Royal Swedish Academy of Sciences in 1953.",['EMPLOYEE_OR_MEMBER_OF']
Signature Technology Group is a wholly owned subsidiary of Tech Data Corporation in operation for over 25 years.,['SUBSIDIARY_OF']
"Bryan Braman (born May 4, 1987) is an American football linebacker for the Philadelphia Eagles of the National Football League (NFL).",['NATIONALITY']
"Garrett Erin Reisman (born February 10, 1968) is an American engineer and former NASA astronaut.",['DATE_OF_BIRTH']
"Harris is the author of a book on Bill Clinton called The Survivor, and the co-author with Mark Halperin of The Way to Win: Clinton, Bush, Rove and How to Take the White House in 2008.",['AUTHOR']
La Tribune ([la tʁiˈbyn]) is a French newspaper founded in 1985.,['DATE_FOUNDED']
"He was born on 24 May 1902 in the 16th Arrondissement of Paris and died on the 27 October 1995 in Paris and he was a doctor, psychoanalyst and ‘Man of Letters’.",['DATE_OF_DEATH']
"His ties to the Northern Chester County community are deep: ""I was born here, I was raised here, and I've never left.""",['PLACE_OF_BIRTH']
"Papakura is an electorate in the New Zealand House of Representatives, based in the south Auckland town of Papakura.",['HEADQUARTERS']
"Created by businessman and activist Patrick Ko, initially as a Facebook page, its stated aim is to show solidarity with, and support for the CY Leung administration.",['FOUNDED_BY']
My wife Laura and I have been married over 28 years and are blessed with 2 children.,['SPOUSE']
"Wang Jing (Chinese: 王靖, born 1972) is a Chinese businessman and billionaire.",['NATIONALITY']
"In 1963, while working for Fairchild Semiconductor, Frank Wanlass patented CMOS (US patent 3,356,858).",['EMPLOYEE_OR_MEMBER_OF']
"Prior to Ogilvy, she was Director of Marketing and Business Development at GigaOM and worked closely with entrepreneurs and media platforms.",['EMPLOYEE_OR_MEMBER_OF']
"It often features exclusive interviews and behind-the-scene takes with major video gaming companies such as Square Enix as well as posts from high-ranking Sony Computer Entertainment executives such as Jack Tretton, President and Chief Executive Officer of Sony Computer Entertainment.",['CEO']
"His father, Hiram C. Brower, was credited with installing the first ""speaking tubes"" in Syracuse and also the first enunciators and began the first telephone exchange which had about 1,000 subscribers.",['CHILD_OF']
"Mark V. Parkinson (born June 24, 1957) is the president and chief executive officer of the American Health Care Association (AHCA) and the National Center for Assisted Living (NCAL).",['CEO']
"Agamemnon complied, motivated by the love of Cassandra, another of Hecuba's children.",['CHILD_OF']
"ING Belgium SA/NV employs 9,275 FTE* and is a full subsidiary of ING Group N.V. which services private, corporate end institutional clients in more than 40 countries in Europe, North America, Latin America, Asia and Australia.",['SUBSIDIARY_OF']
"In 1968 she divorced her first husband and married the former Swedish cross-country skier Assar Rönnlund, with whom she had two more children.",['SPOUSE']
